Business Year,State,Insurer ID,Price Gap,Price Gap (Previous Year),Market Share (%),Market Share (%) (Previous Year),Medicaid Expansion Impact,Medicaid Expansion Impact (Previous Year),Plan Count,Plan Count (Previous Year),Market Exit
2024,Montana,23603,-11,-11,0.117533719,0.111721612,0.975356444,0.975356444,61,61,0
2025,Montana,23603,-11,-11,0.110251451,0.117533719,0.975356444,0.975356444,57,61,0
2023,Montana,30751,-11,,0.578754579,,0.975356444,,316,,0
2024,Montana,30751,-11,-11,0.578034682,0.578754579,0.975356444,0.975356444,300,316,0
2025,Montana,30751,-11,-11,0.647969052,0.578034682,0.975356444,0.975356444,335,300,0
2023,Montana,32225,-11,,0.274725275,,0.975356444,,150,,0
2024,Montana,32225,-11,-11,0.267822736,0.274725275,0.975356444,0.975356444,139,150,0
2025,Montana,32225,-11,-11,0.205029014,0.267822736,0.975356444,0.975356444,106,139,0
2023,Montana,62818,-11,,0.014652015,,0.975356444,,8,,0
2024,Montana,62818,-11,-11,0.015414258,0.014652015,0.975356444,0.975356444,8,8,0
2025,Montana,62818,-11,-11,0.015473888,0.015414258,0.975356444,0.975356444,8,8,0
2023,Montana,71788,-11,,0.005494505,,0.975356444,,3,,0
2024,Montana,71788,-11,-11,0.005780347,0.005494505,0.975356444,0.975356444,3,3,0
2025,Montana,71788,-11,-11,0.005802708,0.005780347,0.975356444,0.975356444,3,3,0
2023,Montana,93895,-11,,0.014652015,,0.975356444,,8,,0
2024,Montana,93895,-11,-11,0.015414258,0.014652015,0.975356444,0.975356444,8,8,0
2025,Montana,93895,-11,-11,0.015473888,0.015414258,0.975356444,0.975356444,8,8,0
2026,Montana,,-11,,,,0.975356444,,0,,0
2023,Nebraska,20305,0,,0.211421628,,0.50977437,,174,,0
2024,Nebraska,20305,0,0,0.307251908,0.211421628,0.50977437,0.50977437,161,174,0
2025,Nebraska,20305,0,0,0.27820711,0.307251908,0.50977437,0.50977437,180,161,0
2023,Nebraska,26289,0,,0.187120292,,0.50977437,,154,,0
2024,Nebraska,26289,0,0,0.244274809,0.187120292,0.50977437,0.50977437,128,154,0
2025,Nebraska,26289,0,0,0.128284389,0.244274809,0.50977437,0.50977437,83,128,0
2023,Nebraska,29678,0,,0.466585662,,0.50977437,,384,,0
2024,Nebraska,29678,0,0,0.267175573,0.466585662,0.50977437,0.50977437,140,384,0
2025,Nebraska,29678,0,0,0.352395672,0.267175573,0.50977437,0.50977437,228,140,0
2023,Nebraska,45550,0,,0.012150668,,0.50977437,,10,,0
2024,Nebraska,45550,0,0,0.019083969,0.012150668,0.50977437,0.50977437,10,10,0
2025,Nebraska,45550,0,0,0.015455951,0.019083969,0.50977437,0.50977437,10,10,0
2023,Nebraska,48282,0,,0.004860267,,0.50977437,,4,,0
2024,Nebraska,48282,0,0,0.007633588,0.004860267,0.50977437,0.50977437,4,4,0
2025,Nebraska,48282,0,0,0.00927357,0.007633588,0.50977437,0.50977437,6,4,0
2023,Nebraska,50022,0,,0.009720535,,0.50977437,,8,,0
2024,Nebraska,50022,0,0,0.015267176,0.009720535,0.50977437,0.50977437,8,8,0
2025,Nebraska,50022,0,0,0.01236476,0.015267176,0.50977437,0.50977437,8,8,0
2023,Nebraska,57424,0,,0.097205346,,0.50977437,,80,,0
2024,Nebraska,57424,0,0,0.124045802,0.097205346,0.50977437,0.50977437,65,80,0
2025,Nebraska,57424,0,0,0.077279753,0.124045802,0.50977437,0.50977437,50,65,0
2025,Nebraska,73102,0,,0.114374034,,0.50977437,,74,,0
2023,Nebraska,88667,0,,0.001215067,,0.50977437,,1,,1
2023,Nebraska,98048,0,,0.009720535,,0.50977437,,8,,0
2024,Nebraska,98048,0,0,0.015267176,0.009720535,0.50977437,0.50977437,8,8,0
2025,Nebraska,98048,0,0,0.01236476,0.015267176,0.50977437,0.50977437,8,8,0
2026,Nebraska,,0,,,,0.50977437,,0,,0
2023,Nevada,,-2,,,,2.564393289,,0,,1
2024,Nevada,,-2,,,,2.564393289,,0,,1
2025,Nevada,,-2,,,,2.564393289,,0,,0
2026,Nevada,,-2,,,,2.564393289,,0,,0
2025,New Hampshire,13219,-7,,0.089371981,,0.865831639,,37,,0
2023,New Hampshire,44500,-7,,0.002212389,,0.865831639,,1,,1
2023,New Hampshire,57601,-7,,0.123893805,,0.865831639,,56,,0
2024,New Hampshire,57601,-7,-7,0.25498008,0.123893805,0.865831639,0.865831639,128,56,0
2025,New Hampshire,57601,-7,-7,0.149758454,0.25498008,0.865831639,0.865831639,62,128,0
2023,New Hampshire,59025,-7,,0.163716814,,0.865831639,,74,,0
2024,New Hampshire,59025,-7,-7,0.133466135,0.163716814,0.865831639,0.865831639,67,74,0
2025,New Hampshire,59025,-7,-7,0.108695652,0.133466135,0.865831639,0.865831639,45,67,0
2023,New Hampshire,72953,-7,,0.017699115,,0.865831639,,8,,0
2024,New Hampshire,72953,-7,-7,0.015936255,0.017699115,0.865831639,0.865831639,8,8,0
2025,New Hampshire,72953,-7,-7,0.019323671,0.015936255,0.865831639,0.865831639,8,8,0
2023,New Hampshire,75841,-7,,0.261061947,,0.865831639,,118,,0
2024,New Hampshire,75841,-7,-7,0.207171315,0.261061947,0.865831639,0.865831639,104,118,0
2025,New Hampshire,75841,-7,-7,0.217391304,0.207171315,0.865831639,0.865831639,90,104,0
2023,New Hampshire,87701,-7,,0.013274336,,0.865831639,,6,,0
2024,New Hampshire,87701,-7,-7,0.011952191,0.013274336,0.865831639,0.865831639,6,6,0
2025,New Hampshire,87701,-7,-7,0.014492754,0.011952191,0.865831639,0.865831639,6,6,0
2023,New Hampshire,96751,-7,,0.418141593,,0.865831639,,189,,0
2024,New Hampshire,96751,-7,-7,0.376494024,0.418141593,0.865831639,0.865831639,189,189,0
2025,New Hampshire,96751,-7,-7,0.400966184,0.376494024,0.865831639,0.865831639,166,189,0
2026,New Hampshire,,-7,,,,0.865831639,,0,,0
2023,New Jersey,,-7,,,,1.064746491,,0,,1
2024,New Jersey,,-7,,,,1.064746491,,0,,1
2025,New Jersey,,-7,,,,1.064746491,,0,,0
2026,New Jersey,,-7,,,,1.064746491,,0,,0
2023,New Mexico,,-58,,,,3.51427394,,0,,1
2024,New Mexico,,-58,,,,3.51427394,,0,,1
2025,New Mexico,,-58,,,,3.51427394,,0,,0
2026,New Mexico,,-58,,,,3.51427394,,0,,0
2023,New York,,-29,,,,8.980824614,,0,,1
2024,New York,,-29,,,,8.980824614,,0,,1
2025,New York,,-29,,,,8.980824614,,0,,0
2026,New York,,-29,,,,8.980824614,,0,,0
2023,North Carolina,11512,-5,,0.520868114,,0.686125668,,936,,0
2024,North Carolina,11512,-5,-5,0.506041222,0.520868114,0.686125668,0.686125668,712,936,0
2025,North Carolina,11512,-5,-5,0.42893617,0.506041222,0.686125668,0.686125668,504,712,0
2023,North Carolina,13591,-5,,0.046744574,,0.686125668,,84,,0
2024,North Carolina,13591,-5,-5,0.052594172,0.046744574,0.686125668,0.686125668,74,84,0
2025,North Carolina,13591,-5,-5,0.087659574,0.052594172,0.686125668,0.686125668,103,74,0
2023,North Carolina,17414,-5,,0.010573178,,0.686125668,,19,,0
2024,North Carolina,17414,-5,-5,0.021321962,0.010573178,0.686125668,0.686125668,30,19,0
2025,North Carolina,17414,-5,-5,0.034893617,0.021321962,0.686125668,0.686125668,41,30,0
2023,North Carolina,32237,-5,,0.002225932,,0.686125668,,4,,0
2024,North Carolina,32237,-5,-5,0.004264392,0.002225932,0.686125668,0.686125668,6,4,0
2025,North Carolina,32237,-5,-5,0.005106383,0.004264392,0.686125668,0.686125668,6,6,0
2023,North Carolina,40411,-5,,0.000556483,,0.686125668,,1,,0
2024,North Carolina,40411,-5,-5,0.000710732,0.000556483,0.686125668,0.686125668,1,1,1
2023,North Carolina,40435,-5,,0.000556483,,0.686125668,,1,,0
2024,North Carolina,40435,-5,-5,0.000710732,0.000556483,0.686125668,0.686125668,1,1,0
2025,North Carolina,40435,-5,-5,0.000851064,0.000710732,0.686125668,0.686125668,1,1,0
2023,North Carolina,44007,-5,,0.016694491,,0.686125668,,30,,0
2024,North Carolina,44007,-5,-5,0.021321962,0.016694491,0.686125668,0.686125668,30,30,0
2025,North Carolina,44007,-5,-5,0.025531915,0.021321962,0.686125668,0.686125668,30,30,0
2023,North Carolina,54332,-5,,0.051752922,,0.686125668,,93,,0
2024,North Carolina,54332,-5,-5,0.0554371,0.051752922,0.686125668,0.686125668,78,93,0
2025,North Carolina,54332,-5,-5,0.057021277,0.0554371,0.686125668,0.686125668,67,78,0
2023,North Carolina,55440,-5,,0.004451864,,0.686125668,,8,,0
2024,North Carolina,55440,-5,-5,0.005685856,0.004451864,0.686125668,0.686125668,8,8,0
2025,North Carolina,55440,-5,-5,0.006808511,0.005685856,0.686125668,0.686125668,8,8,0
2023,North Carolina,56891,-5,,0.011129661,,0.686125668,,20,,0
2024,North Carolina,56891,-5,-5,0.014214641,0.011129661,0.686125668,0.686125668,20,20,0
2025,North Carolina,56891,-5,-5,0.017021277,0.014214641,0.686125668,0.686125668,20,20,0
2023,North Carolina,61671,-5,,0.026711185,,0.686125668,,48,,0
2024,North Carolina,61671,-5,-5,0.041933191,0.026711185,0.686125668,0.686125668,59,48,0
2025,North Carolina,61671,-5,-5,0.060425532,0.041933191,0.686125668,0.686125668,71,59,0
2023,North Carolina,66759,-5,,0.006677796,,0.686125668,,12,,0
2024,North Carolina,66759,-5,-5,0.008528785,0.006677796,0.686125668,0.686125668,12,12,0
2025,North Carolina,66759,-5,-5,0.010212766,0.008528785,0.686125668,0.686125668,12,12,0
2023,North Carolina,69803,-5,,0.057317752,,0.686125668,,103,,0
2024,North Carolina,69803,-5,-5,0.046197584,0.057317752,0.686125668,0.686125668,65,103,0
2025,North Carolina,69803,-5,-5,0.085106383,0.046197584,0.686125668,0.686125668,100,65,0
2023,North Carolina,73943,-5,,0.045631608,,0.686125668,,82,,0
2024,North Carolina,73943,-5,-5,0.041933191,0.045631608,0.686125668,0.686125668,59,82,0
2025,North Carolina,73943,-5,-5,0.031489362,0.041933191,0.686125668,0.686125668,37,59,0
2023,North Carolina,77264,-5,,0.131886477,,0.686125668,,237,,0
2024,North Carolina,77264,-5,-5,0.168443497,0.131886477,0.686125668,0.686125668,237,237,0
2025,North Carolina,77264,-5,-5,0.133617021,0.168443497,0.686125668,0.686125668,157,237,0
2023,North Carolina,77320,-5,,0.059543684,,0.686125668,,107,,1
2023,North Carolina,82612,-5,,0.002225932,,0.686125668,,4,,0
2024,North Carolina,82612,-5,-5,0.002842928,0.002225932,0.686125668,0.686125668,4,4,0
2025,North Carolina,82612,-5,-5,0.005106383,0.002842928,0.686125668,0.686125668,6,4,0
2024,North Carolina,93383,-5,,0.002132196,,0.686125668,,3,,0
2025,North Carolina,93383,-5,-5,0.003404255,0.002132196,0.686125668,0.686125668,4,3,0
2023,North Carolina,94482,-5,,0.004451864,,0.686125668,,8,,0
2024,North Carolina,94482,-5,-5,0.005685856,0.004451864,0.686125668,0.686125668,8,8,0
2025,North Carolina,94482,-5,-5,0.006808511,0.005685856,0.686125668,0.686125668,8,8,0
2026,North Carolina,,-5,,,,0.686125668,,0,,0
2023,North Dakota,27882,-17,,0.032786885,,0.587095872,,10,,0
2024,North Dakota,27882,-17,-17,0.03021148,0.032786885,0.587095872,0.587095872,10,10,0
2025,North Dakota,27882,-17,-17,0.032894737,0.03021148,0.587095872,0.587095872,10,10,0
2023,North Dakota,37160,-17,,0.203278689,,0.587095872,,62,,0
2024,North Dakota,37160,-17,-17,0.208459215,0.203278689,0.587095872,0.587095872,69,62,0
2025,North Dakota,37160,-17,-17,0.213815789,0.208459215,0.587095872,0.587095872,65,69,0
2023,North Dakota,73751,-17,,0.357377049,,0.587095872,,109,,0
2024,North Dakota,73751,-17,-17,0.362537764,0.357377049,0.587095872,0.587095872,120,109,0
2025,North Dakota,73751,-17,-17,0.444078947,0.362537764,0.587095872,0.587095872,135,120,0
2023,North Dakota,75329,-17,,0.026229508,,0.587095872,,8,,0
2024,North Dakota,75329,-17,-17,0.024169184,0.026229508,0.587095872,0.587095872,8,8,0
2025,North Dakota,75329,-17,-17,0.026315789,0.024169184,0.587095872,0.587095872,8,8,0
2023,North Dakota,89364,-17,,0.380327869,,0.587095872,,116,,0
2024,North Dakota,89364,-17,-17,0.374622356,0.380327869,0.587095872,0.587095872,124,116,0
2025,North Dakota,89364,-17,-17,0.282894737,0.374622356,0.587095872,0.587095872,86,124,0
2026,North Dakota,,-17,,,,0.587095872,,0,,0
2025,Ohio,25945,0,,0.002727273,,1.20835283,,3,,0
2023,Ohio,28162,0,,0.137203166,,1.20835283,,260,,0
2024,Ohio,28162,0,0,0.102516309,0.137203166,1.20835283,1.20835283,110,260,0
2025,Ohio,28162,0,0,0.076363636,0.102516309,1.20835283,1.20835283,84,110,0
2023,Ohio,29276,0,,0.051187335,,1.20835283,,97,,0
2024,Ohio,29276,0,0,0.074557316,0.051187335,1.20835283,1.20835283,80,97,0
2025,Ohio,29276,0,0,0.062727273,0.074557316,1.20835283,1.20835283,69,80,0
2023,Ohio,29341,0,,0.113984169,,1.20835283,,216,,0
2024,Ohio,29341,0,0,0.064305685,0.113984169,1.20835283,1.20835283,69,216,0
2025,Ohio,29341,0,0,0.049090909,0.064305685,1.20835283,1.20835283,54,69,0
2023,Ohio,30042,0,,0.002110818,,1.20835283,,4,,0
2024,Ohio,30042,0,0,0.003727866,0.002110818,1.20835283,1.20835283,4,4,0
2025,Ohio,30042,0,0,0.003636364,0.003727866,1.20835283,1.20835283,4,4,0
2025,Ohio,31981,0,,0.07,,1.20835283,,77,,0
2023,Ohio,33931,0,,0.044854881,,1.20835283,,85,,0
2024,Ohio,33931,0,0,0.076421249,0.044854881,1.20835283,1.20835283,82,85,0
2025,Ohio,33931,0,0,0.081818182,0.076421249,1.20835283,1.20835283,90,82,0
2023,Ohio,34964,0,,0.004221636,,1.20835283,,8,,0
2024,Ohio,34964,0,0,0.007455732,0.004221636,1.20835283,1.20835283,8,8,0
2025,Ohio,34964,0,0,0.007272727,0.007455732,1.20835283,1.20835283,8,8,0
2023,Ohio,34968,0,,0.000527704,,1.20835283,,1,,0
2024,Ohio,34968,0,0,0.000931966,0.000527704,1.20835283,1.20835283,1,1,0
2025,Ohio,34968,0,0,0.000909091,0.000931966,1.20835283,1.20835283,1,1,0
2023,Ohio,41047,0,,0.0823219,,1.20835283,,156,,0
2024,Ohio,41047,0,0,0.111835974,0.0823219,1.20835283,1.20835283,120,156,0
2025,Ohio,41047,0,0,0.075454545,0.111835974,1.20835283,1.20835283,83,120,0
2023,Ohio,44346,0,,0.002110818,,1.20835283,,4,,0
2024,Ohio,44346,0,0,0.003727866,0.002110818,1.20835283,1.20835283,4,4,0
2025,Ohio,44346,0,0,0.003636364,0.003727866,1.20835283,1.20835283,4,4,0
2023,Ohio,45845,0,,0.074934037,,1.20835283,,142,,0
2024,Ohio,45845,0,0,0.068033551,0.074934037,1.20835283,1.20835283,73,142,0
2025,Ohio,45845,0,0,0.055454545,0.068033551,1.20835283,1.20835283,61,73,0
2023,Ohio,47509,0,,0.004221636,,1.20835283,,8,,0
2024,Ohio,47509,0,0,0.007455732,0.004221636,1.20835283,1.20835283,8,8,0
2025,Ohio,47509,0,0,0.007272727,0.007455732,1.20835283,1.20835283,8,8,0
2023,Ohio,52664,0,,0.055408971,,1.20835283,,105,,0
2024,Ohio,52664,0,0,0.064305685,0.055408971,1.20835283,1.20835283,69,105,0
2025,Ohio,52664,0,0,0.076363636,0.064305685,1.20835283,1.20835283,84,69,0
2024,Ohio,56726,0,,0.000931966,,1.20835283,,1,,0
2025,Ohio,56726,0,0,0.000909091,0.000931966,1.20835283,1.20835283,1,1,0
2023,Ohio,57086,0,,0.001055409,,1.20835283,,2,,0
2024,Ohio,57086,0,0,0.001863933,0.001055409,1.20835283,1.20835283,2,2,0
2025,Ohio,57086,0,0,0.001818182,0.001863933,1.20835283,1.20835283,2,2,0
2023,Ohio,64353,0,,0.017414248,,1.20835283,,33,,0
2024,Ohio,64353,0,0,0.037278658,0.017414248,1.20835283,1.20835283,40,33,0
2025,Ohio,64353,0,0,0.047272727,0.037278658,1.20835283,1.20835283,52,40,0
2023,Ohio,65869,0,,0.001055409,,1.20835283,,2,,0
2024,Ohio,65869,0,0,0.001863933,0.001055409,1.20835283,1.20835283,2,2,0
2025,Ohio,65869,0,0,0.001818182,0.001863933,1.20835283,1.20835283,2,2,0
2023,Ohio,68158,0,,0.005277045,,1.20835283,,10,,0
2024,Ohio,68158,0,0,0.009319664,0.005277045,1.20835283,1.20835283,10,10,0
2025,Ohio,68158,0,0,0.009090909,0.009319664,1.20835283,1.20835283,10,10,0
2024,Ohio,70455,0,,0.009319664,,1.20835283,,10,,0
2025,Ohio,70455,0,0,0.009090909,0.009319664,1.20835283,1.20835283,10,10,0
2023,Ohio,74313,0,,0.048548813,,1.20835283,,92,,0
2024,Ohio,74313,0,0,0.092264678,0.048548813,1.20835283,1.20835283,99,92,0
2025,Ohio,74313,0,0,0.094545455,0.092264678,1.20835283,1.20835283,104,99,0
2023,Ohio,77552,0,,0.034828496,,1.20835283,,66,,0
2024,Ohio,77552,0,0,0.082013048,0.034828496,1.20835283,1.20835283,88,66,0
2025,Ohio,77552,0,0,0.093636364,0.082013048,1.20835283,1.20835283,103,88,0
2023,Ohio,80627,0,,0.014775726,,1.20835283,,28,,0
2024,Ohio,80627,0,0,0.026095061,0.014775726,1.20835283,1.20835283,28,28,0
2025,Ohio,80627,0,0,0.025454545,0.026095061,1.20835283,1.20835283,28,28,0
2024,Ohio,84867,0,,0.04473439,,1.20835283,,48,,0
2025,Ohio,84867,0,0,0.060909091,0.04473439,1.20835283,1.20835283,67,48,0
2023,Ohio,86728,0,,0.008443272,,1.20835283,,16,,0
2024,Ohio,86728,0,0,0.016775396,0.008443272,1.20835283,1.20835283,18,16,0
2025,Ohio,86728,0,0,0.016363636,0.016775396,1.20835283,1.20835283,18,18,0
2023,Ohio,89819,0,,0.002110818,,1.20835283,,4,,0
2024,Ohio,89819,0,0,0.003727866,0.002110818,1.20835283,1.20835283,4,4,0
2025,Ohio,89819,0,0,0.005454545,0.003727866,1.20835283,1.20835283,6,4,0
2023,Ohio,97596,0,,0.001055409,,1.20835283,,2,,0
2024,Ohio,97596,0,0,0.001863933,0.001055409,1.20835283,1.20835283,2,2,0
2025,Ohio,97596,0,0,0.001818182,0.001863933,1.20835283,1.20835283,2,2,0
2023,Ohio,99734,0,,0.01055409,,1.20835283,,20,,0
2024,Ohio,99734,0,0,0.009319664,0.01055409,1.20835283,1.20835283,10,20,1
2023,Ohio,99969,0,,0.281794195,,1.20835283,,534,,0
2024,Ohio,99969,0,0,0.077353215,0.281794195,1.20835283,1.20835283,83,534,0
2025,Ohio,99969,0,0,0.059090909,0.077353215,1.20835283,1.20835283,65,83,0
2026,Ohio,,0,,,,1.20835283,,0,,0
2023,Oklahoma,12513,-2,,0.00407332,,0.777556991,,4,,0
2024,Oklahoma,12513,-2,-2,0.00440044,0.00407332,0.777556991,0.777556991,4,4,0
2025,Oklahoma,12513,-2,-2,0.006864989,0.00440044,0.777556991,0.777556991,6,4,0
2023,Oklahoma,13711,-2,,0.00610998,,0.777556991,,6,,0
2024,Oklahoma,13711,-2,-2,0.00660066,0.00610998,0.777556991,0.777556991,6,6,0
2025,Oklahoma,13711,-2,-2,0.006864989,0.00660066,0.777556991,0.777556991,6,6,0
2023,Oklahoma,21333,-2,,0.115071283,,0.777556991,,113,,0
2024,Oklahoma,21333,-2,-2,0.096809681,0.115071283,0.777556991,0.777556991,88,113,0
2025,Oklahoma,21333,-2,-2,0.161327231,0.096809681,0.777556991,0.777556991,141,88,0
2023,Oklahoma,23468,-2,,0.00407332,,0.777556991,,4,,0
2024,Oklahoma,23468,-2,-2,0.00440044,0.00407332,0.777556991,0.777556991,4,4,0
2025,Oklahoma,23468,-2,-2,0.004576659,0.00440044,0.777556991,0.777556991,4,4,0
2023,Oklahoma,40254,-2,,0.00814664,,0.777556991,,8,,0
2024,Oklahoma,40254,-2,-2,0.00880088,0.00814664,0.777556991,0.777556991,8,8,0
2025,Oklahoma,40254,-2,-2,0.009153318,0.00880088,0.777556991,0.777556991,8,8,0
2023,Oklahoma,45480,-2,,0.079429735,,0.777556991,,78,,0
2024,Oklahoma,45480,-2,-2,0.073707371,0.079429735,0.777556991,0.777556991,67,78,0
2025,Oklahoma,45480,-2,-2,0.076659039,0.073707371,0.777556991,0.777556991,67,67,0
2023,Oklahoma,45689,-2,,0.00203666,,0.777556991,,2,,0
2024,Oklahoma,45689,-2,-2,0.00220022,0.00203666,0.777556991,0.777556991,2,2,0
2025,Oklahoma,45689,-2,-2,0.00228833,0.00220022,0.777556991,0.777556991,2,2,0
2024,Oklahoma,58944,-2,,0.0330033,,0.777556991,,30,,0
2025,Oklahoma,58944,-2,-2,0.034324943,0.0330033,0.777556991,0.777556991,30,30,0
2023,Oklahoma,60283,-2,,0.00101833,,0.777556991,,1,,1
2023,Oklahoma,62505,-2,,0.106924644,,0.777556991,,105,,0
2024,Oklahoma,62505,-2,-2,0.123212321,0.106924644,0.777556991,0.777556991,112,105,0
2025,Oklahoma,62505,-2,-2,0.078947368,0.123212321,0.777556991,0.777556991,69,112,0
2023,Oklahoma,77760,-2,,0.00203666,,0.777556991,,2,,0
2024,Oklahoma,77760,-2,-2,0.00220022,0.00203666,0.777556991,0.777556991,2,2,0
2025,Oklahoma,77760,-2,-2,0.00228833,0.00220022,0.777556991,0.777556991,2,2,0
2023,Oklahoma,81457,-2,,0.010183299,,0.777556991,,10,,0
2024,Oklahoma,81457,-2,-2,0.0110011,0.010183299,0.777556991,0.777556991,10,10,0
2025,Oklahoma,81457,-2,-2,0.011441648,0.0110011,0.777556991,0.777556991,10,10,0
2023,Oklahoma,87571,-2,,0.418533605,,0.777556991,,411,,0
2024,Oklahoma,87571,-2,-2,0.514851485,0.418533605,0.777556991,0.777556991,468,411,0
2025,Oklahoma,87571,-2,-2,0.490846682,0.514851485,0.777556991,0.777556991,429,468,0
2023,Oklahoma,91538,-2,,0.108961303,,0.777556991,,107,,1
2023,Oklahoma,91908,-2,,0.077393075,,0.777556991,,76,,0
2024,Oklahoma,91908,-2,-2,0.062706271,0.077393075,0.777556991,0.777556991,57,76,0
2025,Oklahoma,91908,-2,-2,0.060640732,0.062706271,0.777556991,0.777556991,53,57,0
2023,Oklahoma,98905,-2,,0.056008147,,0.777556991,,55,,0
2024,Oklahoma,98905,-2,-2,0.056105611,0.056008147,0.777556991,0.777556991,51,55,0
2025,Oklahoma,98905,-2,-2,0.053775744,0.056105611,0.777556991,0.777556991,47,51,0
2026,Oklahoma,,-2,,,,0.777556991,,0,,0
2023,Oregon,10091,-8,,0.125,,4.934904931,,53,,0
2024,Oregon,10091,-8,-8,0.130331754,0.125,4.934904931,4.934904931,55,53,0
2025,Oregon,10091,-8,-8,0.156923077,0.130331754,4.934904931,4.934904931,51,55,0
2023,Oregon,25486,-8,,0.014150943,,4.934904931,,6,,0
2024,Oregon,25486,-8,-8,0.014218009,0.014150943,4.934904931,4.934904931,6,6,0
2025,Oregon,25486,-8,-8,0.018461538,0.014218009,4.934904931,4.934904931,6,6,0
2023,Oregon,28415,-8,,0.014150943,,4.934904931,,6,,0
2024,Oregon,28415,-8,-8,0.014218009,0.014150943,4.934904931,4.934904931,6,6,0
2025,Oregon,28415,-8,-8,0.018461538,0.014218009,4.934904931,4.934904931,6,6,0
2023,Oregon,39424,-8,,0.29009434,,4.934904931,,123,,0
2024,Oregon,39424,-8,-8,0.291469194,0.29009434,4.934904931,4.934904931,123,123,0
2025,Oregon,39424,-8,-8,0.206153846,0.291469194,4.934904931,4.934904931,67,123,0
2023,Oregon,56707,-8,,0.125,,4.934904931,,53,,0
2024,Oregon,56707,-8,-8,0.125592417,0.125,4.934904931,4.934904931,53,53,0
2025,Oregon,56707,-8,-8,0.163076923,0.125592417,4.934904931,4.934904931,53,53,0
2023,Oregon,63474,-8,,0.035377358,,4.934904931,,15,,0
2024,Oregon,63474,-8,-8,0.035545024,0.035377358,4.934904931,4.934904931,15,15,0
2025,Oregon,63474,-8,-8,0.046153846,0.035545024,4.934904931,4.934904931,15,15,0
2023,Oregon,68420,-8,,0.009433962,,4.934904931,,4,,0
2024,Oregon,68420,-8,-8,0.009478673,0.009433962,4.934904931,4.934904931,4,4,0
2025,Oregon,68420,-8,-8,0.012307692,0.009478673,4.934904931,4.934904931,4,4,0
2023,Oregon,71287,-8,,0.146226415,,4.934904931,,62,,0
2024,Oregon,71287,-8,-8,0.146919431,0.146226415,4.934904931,4.934904931,62,62,0
2025,Oregon,71287,-8,-8,0.156923077,0.146919431,4.934904931,4.934904931,51,62,0
2023,Oregon,77969,-8,,0.212264151,,4.934904931,,90,,0
2024,Oregon,77969,-8,-8,0.203791469,0.212264151,4.934904931,4.934904931,86,90,0
2025,Oregon,77969,-8,-8,0.184615385,0.203791469,4.934904931,4.934904931,60,86,0
2023,Oregon,98884,-8,,0.028301887,,4.934904931,,12,,0
2024,Oregon,98884,-8,-8,0.028436019,0.028301887,4.934904931,4.934904931,12,12,0
2025,Oregon,98884,-8,-8,0.036923077,0.028436019,4.934904931,4.934904931,12,12,0
2026,Oregon,,-8,,,,4.934904931,,0,,0
2023,Pennsylvania,,-17,,,,1.65540882,,0,,1
2024,Pennsylvania,,-17,,,,1.65540882,,0,,1
2025,Pennsylvania,,-17,,,,1.65540882,,0,,0
2026,Pennsylvania,,-17,,,,1.65540882,,0,,0
2023,Rhode Island,,-18,,,,1.815300235,,0,,1
2024,Rhode Island,,-18,,,,1.815300235,,0,,1
2025,Rhode Island,,-18,,,,1.815300235,,0,,0
2026,Rhode Island,,-18,,,,1.815300235,,0,,0
2023,South Carolina,26065,0,,0.389105058,,0,,200,,0
2024,South Carolina,26065,0,0,0.435483871,0.389105058,0,0,270,200,0
2025,South Carolina,26065,0,0,0.570588235,0.435483871,0,0,388,270,0
2023,South Carolina,32126,0,,0.007782101,,0,,4,,0
2024,South Carolina,32126,0,0,0.006451613,0.007782101,0,0,4,4,0
2025,South Carolina,32126,0,0,0.008823529,0.006451613,0,0,6,4,0
2024,South Carolina,33764,0,,0.103225806,,0,,64,,0
2025,South Carolina,33764,0,0,0.088235294,0.103225806,0,0,60,64,0
2025,South Carolina,33863,0,,0.047058824,,0,,32,,0
2023,South Carolina,42326,0,,0.064202335,,0,,33,,0
2024,South Carolina,42326,0,0,0.064516129,0.064202335,0,0,40,33,0
2025,South Carolina,42326,0,0,0.058823529,0.064516129,0,0,40,40,0
2024,South Carolina,47973,0,,0.006451613,,0,,4,,0
2025,South Carolina,47973,0,0,0.005882353,0.006451613,0,0,4,4,0
2023,South Carolina,73033,0,,0.188715953,,0,,97,,0
2024,South Carolina,73033,0,0,0.09516129,0.188715953,0,0,59,97,1
2023,South Carolina,73107,0,,0.036964981,,0,,19,,0
2024,South Carolina,73107,0,0,0.048387097,0.036964981,0,0,30,19,0
2025,South Carolina,73107,0,0,0.060294118,0.048387097,0,0,41,30,0
2023,South Carolina,79222,0,,0.260700389,,0,,134,,0
2024,South Carolina,79222,0,0,0.198387097,0.260700389,0,0,123,134,0
2025,South Carolina,79222,0,0,0.122058824,0.198387097,0,0,83,123,0
2023,South Carolina,84939,0,,0.015564202,,0,,8,,0
2024,South Carolina,84939,0,0,0.012903226,0.015564202,0,0,8,8,0
2025,South Carolina,84939,0,0,0.011764706,0.012903226,0,0,8,8,0
2023,South Carolina,84966,0,,0.001945525,,0,,1,,1
2023,South Carolina,89281,0,,0.015564202,,0,,8,,0
2024,South Carolina,89281,0,0,0.012903226,0.015564202,0,0,8,8,0
2025,South Carolina,89281,0,0,0.011764706,0.012903226,0,0,8,8,0
