State Abbreviation,State Name,Reporting Period,Original or Updated,Beneficiaries with a Renewal Initiated,Beneficiaries with a Renewal Initiated - footnotes,Beneficiaries with a Renewal Due,Beneficiaries with a Renewal Due - footnotes,Beneficiaries Whose Coverage Was Renewed (Total),Beneficiaries Whose Coverage Was Renewed (Total) - footnotes,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis - footnotes,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form - footnotes,Beneficiaries Disenrolled at Renewal (Total),Beneficiaries Disenrolled at Renewal (Total) - footnotes,Beneficiaries Determined Ineligible at Renewal,Beneficiaries Determined Ineligible at Renewal - footnotes,Beneficiaries Disenrolled for Procedural Reasons at Renewal,Beneficiaries Disenrolled for Procedural Reasons at Renewal - footnotes,Beneficiaries with a Pending Renewal,Beneficiaries with a Pending Renewal - footnotes
WY,Wyoming,202412,U,,,6282,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",4161,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2840,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1321,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1759,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",634,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1125,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",362,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202501,O,5318,,5197,,3070,,2243,,827,,1541,,245,,1296,,586,
WY,Wyoming,202501,U,,,5594,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3727,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2447,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1280,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1363,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",414,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",949,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",504,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202502,O,5903,,6981,,4843,,2507,,2336,,1576,,161,,1415,,562,
WY,Wyoming,202502,U,,,7354,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",5580,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2675,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2905,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1357,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",295,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1062,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",417,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202503,O,5194,,5641,,3132,,2044,,1088,,2022,,260,,1762,,487,
WY,Wyoming,202503,U,,,6324,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3978,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2106,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1872,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1901,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",314,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1587,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",445,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202504,O,4444,,5616,,2731,,1851,,880,,2417,,555,,1862,,468,
WY,Wyoming,202504,U,,,4718,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3004,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1771,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1233,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1318,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",275,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1043,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",396,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202505,O,4926,,5158,,2741,,1994,,747,,1986,,729,,1257,,431,
WY,Wyoming,202505,U,,,4752,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3066,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2130,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",936,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1334,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",576,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",758,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",352,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202506,O,3479,,5260,,2840,,1842,,998,,1917,,511,,1406,,503,
WY,Wyoming,202506,U,,,5631,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3517,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1902,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1615,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1827,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",735,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1092,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",287,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202507,O,5476,,6185,,3508,,2603,,905,,1851,,327,,1524,,826,
WY,Wyoming,202507,U,,,5951,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3621,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2350,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1271,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1352,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",400,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",952,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",978,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202508,O,5318,,5763,,3372,,2202,,1170,,1534,,397,,1137,,857,
